Date,Target_Name,Target_Industry_Macro,Target_Industry_Mid,Target_Nation,Buyer_Name,Buyer_Industry_Macro,Buyer_Industry_Mid,Buyer_Nation,Target_Revenues,Target_EBITDA,Target_EV,Target_Industry_Detailed,Target_Status,Year,EV_Rev,EV_EBITDA,Target_Revenues_v2,Target_EBITDA_v2,Target_EV_v2
22/02/2017,DL Software SA,High Technology,Software,France,DL Invest SAS,Financials,Other Financials,France,48.94,6.96,93.99,Prepackaged Software,Public,2017,1.92,13.51,48.94,6.96,93.99
12/09/2019,DLH Holdings Corp,Consumer Products and Services,Employment Services,United States,DLH Holdings Corp,Consumer Products and Services,Employment Services,United States,122.01,11.85,99.65,Business Services,Public,2019,0.82,8.41,122.01,11.85,99.65
08/09/2015,Dmail Group SpA,Retail,Internet and Catalog Retailing,Italy,D Holding Srl,Financials,Other Financials,Italy,27.72,-1.82,37.17,Business Services,Public,2015,1.34,-20.47,27.72,-1.82,37.17
13/06/2024,DMC Global Inc,Energy and Power,Oil & Gas,United States,Steel Connect Inc,High Technology,IT Consulting & Services,United States,650.16,94.45,370.94,Machinery,Public,2024,0.57,3.93,650.16,94.45,370.94
22/08/2018,DMD Digital Health Connections Group Inc,High Technology,E-commerce / B2B,Canada,Investor Group,Financials,Other Financials,Canada,30.73,5.56,36.96,Business Services,Public,2018,1.20,6.65,30.73,5.56,36.96
03/12/2020,DMG Blockchain Solutions Inc,Financials,Other Financials,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,4.74,-0.77,11.19,Business Services,Public,2020,2.36,-14.45,4.74,-0.77,11.19
15/02/2017,DMG Meccanica Srl,Energy and Power,Other Energy & Power,Italy,Grob-Werke GmbH & Co KG,Industrials,Machinery,Germany,9.55,1.19,7.42,Electronic and Electrical Equipment,Private,2017,0.78,6.24,9.55,1.19,7.42
07/04/2016,Dmg Mori AG,Industrials,Machinery,Germany,DMG MORI GmbH,Industrials,Machinery,Germany,"2,307.72",233.82,"2,536.05",Machinery,Public,2016,1.10,10.85,"2,307.72",233.82,"2,536.05"
22/01/2015,Dmg Mori Seiki AG,Industrials,Machinery,Germany,DMG MORI GmbH,Industrials,Machinery,Germany,"2,229.01",228.04,"1,980.70",Machinery,Public,2015,0.89,8.69,"2,229.01",228.04,"1,980.70"
21/12/2021,DMR Unlu Mamuller Uretim Gida Toptan Perakende Ihracat AS,Consumer Staples,Food and Beverage,Turkey,A1 Girisim Sermayesi Yatirim Ortakligi AS,Financials,Alternative Financial Investments,Turkey,0.15,0.04,65.73,Food and Kindred Products,Private,2021,440.97,1704.67,0.15,0.04,65.73
09/04/2019,DNA Oyj,Telecommunications,Wireless,Finland,Telenor Mobile Holding AS,Financials,Other Financials,Norway,918.30,286.90,"3,230.89",Telecommunications,Public,2019,3.52,11.26,918.30,286.90,"3,230.89"
09/04/2019,DNA Oyj,Telecommunications,Wireless,Finland,Telenor Mobile Holding AS,Financials,Other Financials,Norway,918.30,286.90,"3,230.89",Telecommunications,Public,2019,3.52,11.26,918.30,286.90,"3,230.89"
05/06/2019,DNB Financial Corp,Financials,Banks,United States,S&T Bancorp Inc,Financials,Banks,United States,35.91,13.12,238.32,"Commercial Banks, Bank Holding Companies",Public,2019,6.64,18.17,35.91,13.12,238.32
05/04/2017,DNI Metals Inc,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,0.13,-5.24,1.97,Mining,Public,2017,15.66,-0.38,0.13,-5.24,1.97
08/12/2022,DNO ASA,Energy and Power,Oil & Gas,Norway,DNO ASA,Energy and Power,Oil & Gas,Norway,"1,391.16",984.37,846.82,Oil and Gas; Petroleum Refining,Public,2022,0.61,0.86,"1,391.16",984.37,846.82
03/08/2020,DNXCorp SE,High Technology,Internet Software & Services,Luxembourg,Pm Equity SARL,Financials,Other Financials,Luxembourg,20.93,3.71,14.40,Business Services,Public,2020,0.69,3.88,20.93,3.71,14.40
16/06/2015,DO Deutsche Office AG,Real Estate,Non Residential,Germany,Alstria Office REIT-AG,Real Estate,REITs,Germany,131.89,46.20,"1,765.33",Real Estate; Mortgage Bankers and Brokers,Public,2015,13.38,38.21,131.89,46.20,"1,765.33"
15/05/2023,Docebo Inc,High Technology,Software,Canada,Docebo Inc,High Technology,Software,Canada,143.08,-1.38,719.15,Prepackaged Software,Public,2023,5.03,-522.82,143.08,-1.38,719.15
12/03/2018,Doctagon Ab,Healthcare,Healthcare Providers & Services (HMOs),Finland,Pihlajalinna Oyj,Healthcare,Healthcare Providers & Services (HMOs),Finland,17.19,0.37,27.04,Health Services,Private,2018,1.57,73.27,17.19,0.37,27.04
08/09/2021,Document Security Systems Inc,High Technology,IT Consulting & Services,United States,Alset Ehome International Inc,Real Estate,Other Real Estate,United States,15.79,-14.51,21.94,Business Services,Public,2021,1.39,-1.51,15.79,-14.51,21.94
06/01/2021,Document Security Systems Inc,High Technology,IT Consulting & Services,United States,Alset International Ltd,Real Estate,Other Real Estate,Singapore,14.26,-7.91,24.12,Business Services,Public,2021,1.69,-3.05,14.26,-7.91,24.12
17/01/2022,Dofab AB,Industrials,Building/Construction & Engineering,Sweden,Seafire AB,Financials,Other Financials,Sweden,6.81,1.27,7.45,Construction Firms,Private,2022,1.09,5.88,6.81,1.27,7.45
08/07/2024,Dogan Burda Dergi Yayincilik ve Pazarlma AS,Media and Entertainment,Publishing,Turkey,Investor Group,Financials,Other Financials,Turkey,11.48,-0.40,11.07,"Printing, Publishing, and Allied Services",Public,2024,0.96,-27.41,11.48,-0.40,11.07
10/04/2015,Dogan Gazetecilik AS,Media and Entertainment,Publishing,Turkey,Hurriyet Gazetecilik & Matbaacilik AS,Media and Entertainment,Publishing,Turkey,66.43,7.64,69.89,"Printing, Publishing, and Allied Services",Public,2015,1.05,9.15,66.43,7.64,69.89
27/02/2019,Dogan Sirketler Grubu Holding AS,Energy and Power,Oil & Gas,Turkey,Dogan Sirketler Grubu Holding AS,Energy and Power,Oil & Gas,Turkey,"2,002.90",115.10,34.84,Wholesale Trade-Nondurable Goods,Public,2019,0.02,0.30,"2,002.90",115.10,34.84
16/03/2022,Dogan Sirketler Grubu Holding AS,Energy and Power,Oil & Gas,Turkey,Dogan Sirketler Grubu Holding AS,Energy and Power,Oil & Gas,Turkey,"1,117.79",111.30,211.55,Wholesale Trade-Nondurable Goods,Public,2022,0.19,1.90,"1,117.79",111.30,211.55
10/04/2014,Dogi International Fabrics SA,Consumer Staples,Textiles & Apparel,Spain,Businessgate SL,Financials,Other Financials,Spain,40.46,-2.09,13.14,Textile and Apparel Products,Public,2014,0.32,-6.28,40.46,-2.09,13.14
20/04/2023,Doherty Pension & Investment Consultancy Ltd,Financials,Asset Management,United Kingdom,Mattioli Woods PLC,Financials,Asset Management,United Kingdom,3.40,1.31,12.26,Investment & Commodity Firms/Dealers/Exchanges,Private,2023,3.60,9.37,3.40,1.31,12.26
31/05/2021,Doktorse Nordic AB,Healthcare,Healthcare Providers & Services (HMOs),Sweden,Undisclosed Acquiror,Financials,Brokerage,Unknown,1.78,-11.89,461.73,Health Services,Private,2021,259.72,-38.83,1.78,-11.89,461.73
05/07/2023,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,"3,532.26","1,008.49","20,289.87",Retail Trade-General Merchandise and Apparel,Public,2023,5.74,20.12,"3,532.26","1,008.49","20,289.87"
05/07/2022,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,"3,987.50","1,024.98","19,236.96",Retail Trade-General Merchandise and Apparel,Public,2022,4.82,18.77,"3,987.50","1,024.98","19,236.96"
05/07/2021,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,"2,596.54",789.57,"12,113.59",Retail Trade-General Merchandise and Apparel,Public,2021,4.67,15.34,"2,596.54",789.57,"12,113.59"
07/06/2018,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,"2,293.61",578.89,"9,275.25",Retail Trade-General Merchandise and Apparel,Public,2018,4.04,16.02,"2,293.61",578.89,"9,275.25"
07/06/2017,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,"2,035.51",487.97,"10,484.54",Retail Trade-General Merchandise and Apparel,Public,2017,5.15,21.49,"2,035.51",487.97,"10,484.54"
08/06/2016,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,"1,895.72",435.17,"8,351.16",Retail Trade-General Merchandise and Apparel,Public,2016,4.41,19.19,"1,895.72",435.17,"8,351.16"
10/06/2015,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,Dollarama Inc,Retail,Discount and Department Store Retailing,Canada,"1,759.38",352.94,"7,017.70",Retail Trade-General Merchandise and Apparel,Public,2015,3.99,19.88,"1,759.38",352.94,"7,017.70"
24/06/2015,Dolnoslaskie Surowce Skalne SA,Materials,Construction Materials,Poland,Kompania Gornicza Sp zoo,Materials,Metals & Mining,Poland,17.99,-1.13,120.16,"Stone, Clay, Glass, and Concrete Products",Public,2015,6.68,-105.89,17.99,-1.13,120.16
17/05/2018,Dom Security SA,Industrials,Other Industrials,France,Dom Security SA,Industrials,Other Industrials,France,174.44,22.25,124.54,Metal and Metal Products,Public,2018,0.71,5.60,174.44,22.25,124.54
28/03/2024,Doma Holdings Inc,Financials,Insurance,United States,Title Resources Group LLC,Financials,Insurance,United States,281.75,-46.14,160.07,Insurance,Public,2024,0.57,-3.47,281.75,-46.14,160.07
24/11/2021,Doman Building Materials Group Ltd,Industrials,Building/Construction & Engineering,Canada,Doman Building Materials Group Ltd,Industrials,Building/Construction & Engineering,Canada,"1,569.23",154.24,"1,030.82",Wholesale Trade-Durable Goods,Public,2021,0.66,6.68,"1,569.23",154.24,"1,030.82"
16/06/2015,DOMCURA AG,Financials,Insurance,Germany,MLP SE,Financials,Asset Management,Germany,33.63,2.99,6.11,Insurance,Private,2015,0.18,2.04,33.63,2.99,6.11
30/12/2015,Dominion Citrus Income Fund,Retail,Food & Beverage Retailing,Canada,Paul Scarafile,Financials,Other Financials,Canada,46.25,0.48,5.71,Wholesale Trade-Nondurable Goods,Public,2015,0.12,11.91,46.25,0.48,5.71
19/03/2017,Dominion Diamond Corp,Materials,Metals & Mining,Canada,The Washington Cos,Industrials,Transportation & Infrastructure,United States,543.94,283.37,898.65,Mining,Public,2017,1.65,3.17,543.94,283.37,898.65
19/09/2018,Dominion Energy Midstream Partners LP,Energy and Power,Oil & Gas,United States,Dominion Energy Inc,Energy and Power,Power,United States,657.47,431.42,"4,982.95","Electric, Gas, and Water Distribution",Public,2018,7.58,11.55,657.47,431.42,"4,982.95"
11/01/2022,Dominion Lending Centres Inc,Financials,Other Financials,Canada,Dominion Lending Centres Inc,Financials,Other Financials,Canada,54.88,30.80,281.95,Investment & Commodity Firms/Dealers/Exchanges,Public,2022,5.14,9.15,54.88,30.80,281.95
11/03/2015,Domino Printing Sciences PLC,Industrials,Machinery,United Kingdom,BROTHER INDUSTRIES LTD,Consumer Products and Services,Other Consumer Products,Japan,447.23,81.19,"1,401.87",Machinery,Public,2015,3.13,17.27,447.23,81.19,"1,401.87"
24/02/2021,Domino's Pizza Inc,Retail,Food & Beverage Retailing,United States,Domino's Pizza Inc,Retail,Food & Beverage Retailing,United States,"3,584.25",698.38,"31,422.51",Retail Trade-Eating and Drinking Places,Public,2021,8.77,44.99,"3,584.25",698.38,"31,422.51"
27/10/2015,Domino's Pizza Inc,Retail,Food & Beverage Retailing,United States,Domino's Pizza Inc,Retail,Food & Beverage Retailing,United States,"1,887.24",362.43,"6,897.52",Retail Trade-Eating and Drinking Places,Public,2015,3.65,19.03,"1,887.24",362.43,"6,897.52"
09/03/2021,Dominos Pizza Group PLC,Retail,Food & Beverage Retailing,United Kingdom,Dominos Pizza Group PLC,Retail,Food & Beverage Retailing,United Kingdom,560.72,141.87,"2,567.47",Retail Trade-Eating and Drinking Places,Public,2021,4.58,18.10,560.72,141.87,"2,567.47"
25/09/2014,Domstein ASA,Consumer Staples,Food and Beverage,Norway,R Domstein & Co AS,Financials,Other Financials,Norway,56.95,1.22,38.29,"Agriculture, Forestry, and Fishing",Public,2014,0.67,31.50,56.95,1.22,38.29
19/06/2014,Domstein ASA,Consumer Staples,Food and Beverage,Norway,R Domstein & Co AS,Financials,Other Financials,Norway,27.35,0.45,37.76,"Agriculture, Forestry, and Fishing",Public,2014,1.38,84.15,27.35,0.45,37.76
04/05/2021,Domtar Corp,Materials,Paper & Forest Products,United States,Paper Excellence Canada Holdings Corp,Materials,Paper & Forest Products,Canada,"2,957.85",243.97,"2,469.26",Paper and Allied Products,Public,2021,0.83,10.12,"2,957.85",243.97,"2,469.26"
24/06/2021,Domus Nova SpA,Healthcare,Hospitals,Italy,Garofalo Health Care SpA,Healthcare,Healthcare Providers & Services (HMOs),Italy,28.02,0.08,37.54,Health Services,Private,2021,1.34,446.87,28.02,0.08,37.54
29/05/2015,Donaldson Co Inc,Industrials,Machinery,United States,Donaldson Co Inc,Industrials,Machinery,United States,"2,165.12",340.15,"4,784.72",Machinery,Public,2015,2.21,14.07,"2,165.12",340.15,"4,784.72"
17/11/2023,Donaldson Co Inc,Industrials,Machinery,United States,Donaldson Co Inc,Industrials,Machinery,United States,"3,243.01",548.13,"7,062.68",Machinery,Public,2023,2.18,12.89,"3,243.01",548.13,"7,062.68"
21/10/2014,Donnycreek Energy Inc,Energy and Power,Oil & Gas,Canada,Contact Exploration Inc,Energy and Power,Oil & Gas,Canada,10.28,5.48,132.61,Oil and Gas; Petroleum Refining,Public,2014,12.90,24.20,10.28,5.48,132.61
04/01/2022,Dorel Industries Inc,Consumer Products and Services,Home Furnishings,Canada,Dorel Industries Inc,Consumer Products and Services,Home Furnishings,Canada,"1,553.22",109.28,552.87,"Wood Products, Furniture, and Fixtures",Public,2022,0.36,5.06,"1,553.22",109.28,552.87
02/11/2020,Dorel Industries Inc,Consumer Products and Services,Home Furnishings,Canada,Investor Group,Financials,Other Financials,United States,"2,246.84",189.23,815.09,"Wood Products, Furniture, and Fixtures",Public,2020,0.36,4.31,"2,246.84",189.23,815.09
19/07/2015,Dorian LPG Ltd,Industrials,Transportation & Infrastructure,United States,Bw Group Ltd,Financials,Asset Management,Isle of Man,97.54,50.30,998.14,Transportation and Shipping (except air),Public,2015,10.23,19.85,97.54,50.30,998.14
29/05/2018,Dorian LPG Ltd,Industrials,Transportation & Infrastructure,United States,BW LPG Ltd,Industrials,Transportation & Infrastructure,Singapore,124.93,48.17,"1,000.34",Transportation and Shipping (except air),Public,2018,8.01,20.77,124.93,48.17,"1,000.34"
02/07/2019,Dos Mares Shopping Centre SA,Real Estate,Non Residential,Spain,General de Galerias Comerciales SOCIMI SA,Real Estate,REITs,Spain,3.17,2.14,38.46,Real Estate; Mortgage Bankers and Brokers,Private,2019,12.13,17.95,3.17,2.14,38.46
18/08/2015,Dot Hill Systems Corp,High Technology,Computers & Peripherals,United States,Seagate Technology Plc,High Technology,Computers & Peripherals,United States,219.04,16.02,522.39,Computer and Office Equipment,Public,2015,2.38,32.60,219.04,16.02,522.39
06/10/2020,Doteco SpA,Industrials,Machinery,Italy,Piovan SpA,Industrials,Machinery,Italy,18.82,2.60,16.80,Machinery,Private,2020,0.89,6.47,18.82,2.60,16.80
29/09/2017,Double Consulting Srl,Financials,Asset Management,Italy,SQS Software Quality Systems AG,High Technology,Software,Germany,6.63,1.44,10.78,Investment & Commodity Firms/Dealers/Exchanges,Private,2017,1.63,7.50,6.63,1.44,10.78
30/09/2019,Dova Pharmaceuticals Inc,Healthcare,Pharmaceuticals,United States,Swedish Orphan Biovitrum AB,Healthcare,Pharmaceuticals,Sweden,11.69,-62.97,776.89,Drugs,Public,2019,66.46,-12.34,11.69,-62.97,776.89
26/05/2020,doValue SpA,Consumer Products and Services,Professional Services,Italy,doValue SpA,Consumer Products and Services,Professional Services,Italy,404.50,168.84,741.21,Business Services,Public,2020,1.83,4.39,404.50,168.84,741.21
21/06/2021,doValue SpA,Consumer Products and Services,Professional Services,Italy,Sankaty European Investments Sarl,Financials,Alternative Financial Investments,Luxembourg,505.33,145.05,"1,125.02",Business Services,Public,2021,2.23,7.76,505.33,145.05,"1,125.02"
25/11/2014,DoveConviene Srl,High Technology,E-commerce / B2B,Italy,Investor Group,Financials,Other Financials,Luxembourg,2.01,-0.94,20.81,Business Services,Private,2014,10.38,-22.26,2.01,-0.94,20.81
01/02/2018,Dover Corp,Industrials,Machinery,United States,Dover Corp,Industrials,Machinery,United States,"6,527.53","1,140.27","15,595.29",Machinery,Public,2018,2.39,13.68,"6,527.53","1,140.27","15,595.29"
09/01/2015,Dover Corp,Industrials,Machinery,United States,Dover Corp,Industrials,Machinery,United States,"6,408.79","1,295.76","11,922.62",Machinery,Public,2015,1.86,9.20,"6,408.79","1,295.76","11,922.62"
08/11/2021,Dover Motorsports Inc,Media and Entertainment,Recreation & Leisure,United States,Speedco II Inc,Media and Entertainment,Recreation & Leisure,United States,44.29,11.18,93.05,Amusement and Recreation Services,Public,2021,2.10,8.32,44.29,11.18,93.05
14/04/2015,Dover Saddlery Inc,Retail,Other Retailing,United States,Webster Capital Management LLC,Financials,Alternative Financial Investments,United States,97.83,3.99,65.18,Miscellaneous Retail Trade,Public,2015,0.67,16.35,97.83,3.99,65.18
26/01/2022,DoveVivo SpA,Real Estate,Residential,Italy,Starwood Capital Group Management LLC,Financials,Alternative Financial Investments,United States,31.18,-6.03,218.08,Real Estate; Mortgage Bankers and Brokers,Private,2022,6.99,-36.19,31.18,-6.03,218.08
21/05/2019,DowDuPont Inc,Materials,Chemicals,United States,DowDuPont Inc,Materials,Chemicals,United States,"74,989.41","13,121.99","59,823.64",Chemicals and Allied Products,Public,2019,0.80,4.56,"74,989.41","13,121.99","59,823.64"
17/06/2019,Doxa AB,Healthcare,Healthcare Equipment & Supplies,Sweden,Adma Forvaltnings AB,Financials,Other Financials,Sweden,1.69,1.03,14.65,"Measuring, Medical, Photo Equipment; Clocks",Public,2019,8.67,14.26,1.69,1.03,14.65
28/11/2023,DP Eurasia NV,Retail,Food & Beverage Retailing,Netherlands,Jubilant Foodworks Netherlands BV,Retail,Food & Beverage Retailing,Netherlands,94.65,22.73,171.12,Retail Trade-Eating and Drinking Places,Public,2023,1.81,7.53,94.65,22.73,171.12
04/10/2022,DP Eurasia NV,Retail,Food & Beverage Retailing,Netherlands,Jubilant Foodworks Netherlands BV,Retail,Food & Beverage Retailing,Netherlands,107.09,13.58,139.08,Retail Trade-Eating and Drinking Places,Public,2022,1.30,10.25,107.09,13.58,139.08
23/12/2019,DPW Holdings Inc,High Technology,Electronics,United States,Ault & Co Inc,Financials,Asset Management,United States,23.53,-14.30,10.47,Electronic and Electrical Equipment,Public,2019,0.44,-0.73,23.53,-14.30,10.47
29/01/2018,Dr Pepper Snapple Group Inc,Consumer Staples,Food and Beverage,United States,Keurig Green Mountain Inc,Consumer Staples,Food and Beverage,United States,"5,576.85","1,347.95","18,653.80",Food and Kindred Products,Public,2018,3.34,13.84,"5,576.85","1,347.95","18,653.80"
03/02/2021,Dragoneer Growth Opportunities Corp,Financials,Alternative Financial Investments,United States,Investor Group,Financials,Other Financials,United States,518.35,158.31,"1,709.52",Investment & Commodity Firms/Dealers/Exchanges,Public,2021,3.30,10.80,518.35,158.31,"1,709.52"
26/07/2018,DRC Capital LLP,Financials,Asset Management,United Kingdom,Savills Investment Management LLP,Real Estate,REITs,United Kingdom,11.28,10.00,45.47,Investment & Commodity Firms/Dealers/Exchanges,Private,2018,4.03,4.55,11.28,10.00,45.47
15/09/2019,Dream Global Real Estate Investment Trust,Real Estate,REITs,Canada,Blackstone Group Inc,Financials,Alternative Financial Investments,United States,233.56,106.62,"3,920.22",Investment & Commodity Firms/Dealers/Exchanges,Public,2019,16.78,36.77,233.56,106.62,"3,920.22"
17/06/2015,Dream Office Real Estate Investment Trust,Real Estate,REITs,Canada,Dream Office Real Estate Investment Trust,Real Estate,REITs,Canada,514.59,282.39,"4,194.80",Investment & Commodity Firms/Dealers/Exchanges,Public,2015,8.15,14.85,514.59,282.39,"4,194.80"
18/06/2014,Dream Office Real Estate Investment Trust,Real Estate,REITs,Canada,Dream Office Real Estate Investment Trust,Real Estate,REITs,Canada,462.68,251.97,"4,162.00",Investment & Commodity Firms/Dealers/Exchanges,Public,2014,9.00,16.52,462.68,251.97,"4,162.00"
17/09/2021,Dream Unlimited Corp,Real Estate,Other Real Estate,Canada,Dream Unlimited Corp,Real Estate,Other Real Estate,Canada,162.57,12.23,864.71,Real Estate; Mortgage Bankers and Brokers,Public,2021,5.32,70.72,162.57,12.23,864.71
18/09/2017,Dream Unlimited Corp,Real Estate,Other Real Estate,Canada,Dream Unlimited Corp,Real Estate,Other Real Estate,Canada,161.79,29.74,886.95,Real Estate; Mortgage Bankers and Brokers,Public,2017,5.48,29.82,161.79,29.74,886.95
28/08/2014,Dream Unlimited Corp,Real Estate,Other Real Estate,Canada,Dream Unlimited Corp,Real Estate,Other Real Estate,Canada,312.51,81.21,958.58,Real Estate; Mortgage Bankers and Brokers,Public,2014,3.07,11.80,312.51,81.21,958.58
16/09/2022,Dream Unlimited Corp,Real Estate,Other Real Estate,Canada,Dream Unlimited Corp,Real Estate,Other Real Estate,Canada,235.10,38.69,"1,158.85",Real Estate; Mortgage Bankers and Brokers,Public,2022,4.93,29.95,235.10,38.69,"1,158.85"
10/12/2019,Dream Unlimited Corp,Real Estate,Other Real Estate,Canada,Dream Unlimited Corp,Real Estate,Other Real Estate,Canada,248.13,63.56,"1,459.78",Real Estate; Mortgage Bankers and Brokers,Public,2019,5.88,22.97,248.13,63.56,"1,459.78"
18/09/2018,Dream Unlimited Corp,Real Estate,Other Real Estate,Canada,Dream Unlimited Corp,Real Estate,Other Real Estate,Canada,244.29,58.56,"1,136.33",Real Estate; Mortgage Bankers and Brokers,Public,2018,4.65,19.41,244.29,58.56,"1,136.33"
28/11/2022,Dreamwork Scandinavia AB,Consumer Products and Services,Employment Services,Sweden,Pion Group AB,Consumer Products and Services,Employment Services,Sweden,14.97,1.39,3.13,Business Services,Private,2022,0.21,2.26,14.97,1.39,3.13
28/04/2016,DreamWorks Animation SKG Inc,Media and Entertainment,Motion Pictures / Audio Visual,United States,NBCUniversal Media LLC,Media and Entertainment,Broadcasting,United States,825.96,96.08,"3,153.85",Motion Picture Production and Distribution,Public,2016,3.82,32.83,825.96,96.08,"3,153.85"
25/03/2015,Dresdner Factoring AG,Financials,Credit Institutions,Germany,abcfinance Beteiligungs AG,Financials,Credit Institutions,Germany,7.16,2.37,32.93,Credit Institutions,Public,2015,4.60,13.89,7.16,2.37,32.93
21/09/2014,Dresser-Rand Group Inc,Industrials,Machinery,United States,Siemens AG,Telecommunications,Telecommunications Equipment,Germany,969.62,112.56,"6,031.13",Machinery,Public,2014,6.22,53.58,969.62,112.56,"6,031.13"
27/02/2015,Dril-Quip Inc,Energy and Power,Oil & Gas,United States,Dril-Quip Inc,Energy and Power,Oil & Gas,United States,769.58,256.18,"1,918.28",Machinery,Public,2015,2.49,7.49,769.58,256.18,"1,918.28"
12/06/2014,Dril-Quip Inc,Energy and Power,Oil & Gas,United States,Dril-Quip Inc,Energy and Power,Oil & Gas,United States,641.46,204.20,"2,306.04",Machinery,Public,2014,3.59,11.29,641.46,204.20,"2,306.04"
12/05/2017,Drillisch AG,Telecommunications,Telecommunications Services,Germany,United Internet AG,High Technology,Internet Software & Services,Germany,689.48,137.93,"3,244.53",Telecommunications,Public,2017,4.71,23.52,689.48,137.93,"3,244.53"
06/10/2020,Driven Deliveries Inc,Consumer Products and Services,Professional Services,United States,Stem Holdings Inc,Real Estate,Real Estate Management & Development,United States,13.15,-13.32,31.62,Transportation and Shipping (except air),Public,2020,2.40,-2.37,13.15,-13.32,31.62
05/10/2016,Drone Volt SA,Telecommunications,Telecommunications Equipment,France,Jerome Marsac,Financials,Other Financials,France,5.26,-2.24,18.64,Communications Equipment,Public,2016,3.55,-8.34,5.26,-2.24,18.64
15/10/2015,Drop SA,Materials,Other Materials,Poland,Drop SA,Materials,Other Materials,Poland,56.13,0.43,2.47,Wholesale Trade-Durable Goods,Public,2015,0.04,5.73,56.13,0.43,2.47
08/07/2024,Drozapol-Profil SA,Materials,Metals & Mining,Poland,Investor Group,Financials,Other Financials,Poland,13.42,-1.12,1.69,Wholesale Trade-Durable Goods,Public,2024,0.13,-1.51,13.42,-1.12,1.69
05/02/2024,Drozapol-Profil SA,Materials,Metals & Mining,Poland,Investor Group,Financials,Other Financials,Poland,13.42,-1.12,1.66,Wholesale Trade-Durable Goods,Public,2024,0.12,-1.48,13.42,-1.12,1.66
21/08/2017,Drozapol-Profil SA,Materials,Metals & Mining,Poland,Investor Group,Financials,Other Financials,Poland,24.18,0.80,2.20,Wholesale Trade-Durable Goods,Public,2017,0.09,2.76,24.18,0.80,2.20
19/07/2016,DRS Data & Research Services PLC,High Technology,Computers & Peripherals,United Kingdom,AQA Education Ltd,Consumer Products and Services,Educational Services,United Kingdom,16.93,-2.76,7.01,Computer and Office Equipment,Public,2016,0.41,-2.54,16.93,-2.76,7.01
12/06/2019,DryShips Inc,Industrials,Transportation & Infrastructure,Greece,SPII Holdings Inc,Financials,Other Financials,Marshall Islands,83.58,13.48,644.51,Transportation and Shipping (except air),Public,2019,7.71,47.80,83.58,13.48,644.51
24/04/2018,DS Healthcare Group Inc,Consumer Products and Services,Other Consumer Products,United States,Medilogistics Corp,Financials,Other Financials,United States,8.84,-5.72,1.98,"Soaps, Cosmetics and Personal-Care Products",Private,2018,0.22,-0.35,8.84,-5.72,1.98
26/03/2024,DS Smith Plc,Materials,Containers & Packaging,United Kingdom,International Paper Co,Materials,Paper & Forest Products,United States,"8,542.96","1,282.31","9,030.19",Paper and Allied Products,Public,2024,1.06,7.04,"8,542.96","1,282.31","9,030.19"
08/02/2024,DS Smith Plc,Materials,Containers & Packaging,United Kingdom,Mondi plc,Materials,Containers & Packaging,United Kingdom,"8,542.96","1,282.31","8,383.68",Paper and Allied Products,Public,2024,0.98,6.54,"8,542.96","1,282.31","8,383.68"
02/08/2023,Ds4 Srl,High Technology,IT Consulting & Services,Italy,Eurogroup Laminations SpA,Energy and Power,Other Energy & Power,Italy,7.91,2.50,12.88,Business Services,Private,2023,1.63,5.15,7.91,2.50,12.88
05/10/2023,DST Medical Srl,Healthcare,Healthcare Providers & Services (HMOs),Italy,DP Dent Srl,Healthcare,Healthcare Providers & Services (HMOs),Italy,2.50,0.05,14.22,Health Services,Private,2023,5.69,278.91,2.50,0.05,14.22
11/01/2018,DST Systems Inc,High Technology,IT Consulting & Services,United States,SS&C Technologies Holdings Inc,High Technology,Software,United States,"1,712.76",341.10,"4,566.91",Business Services,Public,2018,2.67,13.39,"1,712.76",341.10,"4,566.91"
14/06/2016,DST Systems Inc,High Technology,IT Consulting & Services,United States,DST Systems Inc,High Technology,IT Consulting & Services,United States,"2,521.18",371.68,"4,878.72",Business Services,Public,2016,1.94,13.13,"2,521.18",371.68,"4,878.72"
24/10/2023,DSV A/S,Industrials,Transportation & Infrastructure,Denmark,DSV A/S,Industrials,Transportation & Infrastructure,Denmark,"22,201.88","3,194.49","10,995.24",Air Transportation and Shipping,Public,2023,0.50,3.44,"22,201.88","3,194.49","10,995.24"
